Indicador,Nombre_Indicador,Año,Estado,Clave_Estado,Valor
6200089280,descargas_sin_tratamiento_mar,2018,Baja California,2,0
6200089280,descargas_sin_tratamiento_mar,2020,Baja California,2,0
6200089280,descargas_sin_tratamiento_mar,2016,Baja California Sur,3,1
6200089280,descargas_sin_tratamiento_mar,2018,Baja California Sur,3,1
6200089280,descargas_sin_tratamiento_mar,2020,Baja California Sur,3,0
6200089280,descargas_sin_tratamiento_mar,2016,Campeche,4,1
6200089280,descargas_sin_tratamiento_mar,2018,Campeche,4,0
6200089280,descargas_sin_tratamiento_mar,2020,Campeche,4,1
6200089280,descargas_sin_tratamiento_mar,2016,Coahuila,5,0
6200089280,descargas_sin_tratamiento_mar,2018,Coahuila,5,0
6200089280,descargas_sin_tratamiento_mar,2020,Coahuila,5,0
6200089280,descargas_sin_tratamiento_mar,2016,Colima,6,0
6200089280,descargas_sin_tratamiento_mar,2018,Colima,6,0
6200089280,descargas_sin_tratamiento_mar,2020,Colima,6,0
6200089280,descargas_sin_tratamiento_mar,2016,Chiapas,7,0
6200089280,descargas_sin_tratamiento_mar,2018,Chiapas,7,0
6200089280,descargas_sin_tratamiento_mar,2020,Chiapas,7,0
6200089280,descargas_sin_tratamiento_mar,2016,Chihuahua,8,0
6200089280,descargas_sin_tratamiento_mar,2018,Chihuahua,8,0
6200089280,descargas_sin_tratamiento_mar,2020,Chihuahua,8,0
6200089280,descargas_sin_tratamiento_mar,2016,Ciudad de México,9,0
6200089280,descargas_sin_tratamiento_mar,2018,Ciudad de México,9,0
6200089280,descargas_sin_tratamiento_mar,2020,Ciudad de México,9,0
6200089280,descargas_sin_tratamiento_mar,2016,Durango,10,0
6200089280,descargas_sin_tratamiento_mar,2018,Durango,10,0
6200089280,descargas_sin_tratamiento_mar,2020,Durango,10,0
